,movieId,title,genres
102,117,The Young Poisoner's Handbook,Crime|Drama
103,118,If Lucy Fell,Comedy|Romance
104,119,"Steal Big, Steal Little",Comedy
105,121,The Boys of St. Vincent,Drama
106,122,Boomerang,Comedy|Romance
107,123,Chungking Express (Chung Hing sam lam),Drama|Mystery|Romance
108,125,Flirting With Disaster,Comedy
109,126,The NeverEnding Story III,Adventure|Children|Fantasy
110,128,Jupiter's Wife,Documentary
111,129,Pie in the Sky,Comedy|Romance
112,132,Jade,Thriller
113,135,Down Periscope,Comedy
114,137,Man of the Year,Documentary
115,140,Up Close and Personal,Drama|Romance
116,141,The Birdcage,Comedy
117,144,The Brothers McMullen,Comedy
118,145,Bad Boys,Action|Comedy|Crime|Drama|Thriller
119,146,The Amazing Panda Adventure,Adventure|Children
120,147,The Basketball Diaries,Drama
121,148,"Awfully Big Adventure, An",Drama
122,149,Amateur,Crime|Drama|Thriller
123,150,Apollo 13,Adventure|Drama|IMAX
124,151,Rob Roy,Action|Drama|Romance|War
125,152,The Addiction,Drama|Horror
126,153,Batman Forever,Action|Adventure|Comedy|Crime
127,154,Beauty of the Day (Belle de jour),Drama
128,155,Beyond Rangoon,Adventure|Drama|War
129,156,Blue in the Face,Comedy|Drama
130,157,Canadian Bacon,Comedy|War
131,158,Casper,Adventure|Children
132,159,Clockers,Crime|Drama|Mystery
133,160,Congo,Action|Adventure|Mystery|Sci-Fi
134,161,Crimson Tide,Drama|Thriller|War
135,162,Crumb,Documentary
136,163,Desperado,Action|Romance|Western
137,164,Devil in a Blue Dress,Crime|Film-Noir|Mystery|Thriller
138,165,Die Hard: With a Vengeance,Action|Crime|Thriller
139,166,The Doom Generation,Comedy|Crime|Drama
140,168,First Knight,Action|Drama|Romance
141,169,Free Willy 2: The Adventure Home,Adventure|Children|Drama
142,170,Hackers,Action|Adventure|Crime|Thriller
143,171,Jeffrey,Comedy|Drama
144,172,Johnny Mnemonic,Action|Sci-Fi|Thriller
145,173,Judge Dredd,Action|Crime|Sci-Fi
146,174,Jury Duty,Comedy
147,175,Kids,Drama
148,176,Living in Oblivion,Comedy
149,177,Lord of Illusions,Horror
150,178,Love & Human Remains,Comedy|Drama
151,179,Mad Love,Drama|Romance
152,180,Mallrats,Comedy|Romance
153,181,Mighty Morphin Power Rangers: The Movie,Action|Children
154,183,Mute Witness,Comedy|Horror|Thriller
155,184,Nadja,Drama
156,185,The Net,Action|Crime|Thriller
157,186,Nine Months,Comedy|Romance
158,187,Party Girl,Comedy
159,188,The Prophecy,Fantasy|Horror|Mystery
160,189,Reckless,Comedy|Fantasy
161,190,Safe,Thriller
162,191,The Scarlet Letter,Drama|Romance
163,193,Showgirls,Drama
164,194,Smoke,Comedy|Drama
165,195,Something to Talk About,Comedy|Drama|Romance
166,196,Species,Horror|Sci-Fi
167,198,Strange Days,Action|Crime|Drama|Mystery|Sci-Fi|Thriller
168,199,"The Umbrellas of Cherbourg (Parapluies de Cherbourg, Les)",Drama|Musical|Romance
169,201,Three Wishes,Drama|Fantasy
170,202,Total Eclipse,Drama|Romance
171,203,"To Wong Foo, Thanks for Everything! Julie Newmar",Comedy
172,204,Under Siege 2: Dark Territory,Action
173,205,Unstrung Heroes,Comedy|Drama
174,206,Unzipped,Documentary
175,207,A Walk in the Clouds,Drama|Romance
176,208,Waterworld,Action|Adventure|Sci-Fi
177,209,White Man's Burden,Drama
178,210,Wild Bill,Western
179,211,The Browning Version,Drama
180,212,Bushwhacked,Adventure|Comedy|Crime|Mystery
181,213,Burnt by the Sun (Utomlyonnye solntsem),Drama
182,214,Before the Rain (Pred dozhdot),Drama|War
183,215,Before Sunrise,Drama|Romance
184,216,Billy Madison,Comedy
185,217,The Babysitter,Drama|Thriller
186,218,Boys on the Side,Comedy|Drama
187,219,The Cure,Drama
188,220,Castle Freak,Horror
189,222,Circle of Friends,Drama|Romance
190,223,Clerks,Comedy
191,224,Don Juan DeMarco,Comedy|Drama|Romance
192,225,Disclosure,Drama|Thriller
193,227,Drop Zone,Action|Thriller
194,228,Destiny Turns on the Radio,Comedy
195,229,Death and the Maiden,Drama|Thriller
196,230,Dolores Claiborne,Drama|Thriller
197,231,Dumb & Dumber (Dumb and Dumber),Adventure|Comedy
198,232,Eat Drink Man Woman (Yin shi nan nu),Comedy|Drama|Romance
199,233,Exotica,Drama
200,234,Exit to Eden,Comedy
201,235,Ed Wood,Comedy|Drama
202,236,French Kiss,Action|Comedy|Romance
203,237,Forget Paris,Comedy|Romance
204,238,Far From Home: The Adventures of Yellow Dog,Adventure|Children
205,239,A Goofy Movie,Animation|Children|Comedy|Romance
206,240,Hideaway,Thriller
207,241,Fluke,Children|Drama
208,242,Farinelli: il castrato,Drama|Musical
209,243,Gordy,Children|Comedy|Fantasy
210,246,Hoop Dreams,Documentary
211,247,Heavenly Creatures,Crime|Drama
212,248,Houseguest,Comedy
213,249,Immortal Beloved,Drama|Romance
214,250,Heavyweights (Heavy Weights),Children|Comedy
215,251,The Hunted,Action
216,252,I.Q.,Comedy|Romance
217,253,Interview with the Vampire: The Vampire Chronicles,Drama|Horror
218,254,Jefferson in Paris,Drama
219,255,The Jerky Boys,Comedy
220,256,Junior,Comedy|Sci-Fi
221,257,Just Cause,Mystery|Thriller
222,258,A Kid in King Arthur's Court,Adventure|Children|Comedy|Fantasy|Romance
223,259,Kiss of Death,Crime|Drama|Thriller
224,260,Star Wars: Episode IV - A New Hope,Action|Adventure|Sci-Fi
225,261,Little Women,Drama
226,262,A Little Princess,Children|Drama
227,263,Ladybird Ladybird,Drama
228,265,Like Water for Chocolate (Como agua para chocolate),Drama|Fantasy|Romance
229,266,Legends of the Fall,Drama|Romance|War|Western
230,267,Major Payne,Comedy
231,269,My Crazy Life (Mi vida loca),Drama
232,270,Love Affair,Drama|Romance
233,271,Losing Isaiah,Drama
234,272,The Madness of King George,Comedy|Drama
235,273,Mary Shelley's Frankenstein (Frankenstein),Drama|Horror|Sci-Fi
236,274,Man of the House,Comedy
237,275,Mixed Nuts,Comedy
238,276,Milk Money,Comedy|Romance
239,277,Miracle on 34th Street,Drama
240,278,Miami Rhapsody,Comedy
241,279,My Family,Drama
242,280,Murder in the First,Drama|Thriller
243,281,Nobody's Fool,Comedy|Drama|Romance
244,282,Nell,Drama
245,283,New Jersey Drive,Crime|Drama
246,284,New York Cop (Nyû Yôku no koppu),Action|Crime
247,285,Beyond Bedlam,Drama|Horror
248,287,Nina Takes a Lover,Comedy|Romance
249,288,Natural Born Killers,Action|Crime|Thriller
250,289,Only You,Comedy|Romance
251,290,Once Were Warriors,Crime|Drama
252,291,Poison Ivy II,Drama|Thriller
253,292,Outbreak,Action|Drama|Sci-Fi|Thriller
254,293,Léon: The Professional (a.k.a. The Professional) (Léon),Action|Crime|Drama|Thriller
255,294,The Perez Family,Comedy|Romance
256,295,A Pyromaniac's Love Story,Comedy|Romance
257,296,Pulp Fiction,Comedy|Crime|Drama|Thriller
258,298,Pushing Hands (Tui shou),Drama
259,299,Priest,Drama
260,300,Quiz Show,Drama
261,301,Picture Bride (Bijo photo),Drama|Romance
262,302,"Queen Margot (Reine Margot, La)",Drama|Romance
263,303,The Quick and the Dead,Action|Thriller|Western
264,304,Roommates,Comedy|Drama
265,305,Ready to Wear (Pret-A-Porter),Comedy
266,306,Three Colors: Red (Trois couleurs: Rouge),Drama
267,307,Three Colors: Blue (Trois couleurs: Bleu),Drama
268,308,Three Colors: White (Trzy kolory: Bialy),Comedy|Drama
269,310,Rent-a-Kid,Comedy
270,311,Relative Fear,Horror|Thriller
271,312,Stuart Saves His Family,Comedy
272,313,The Swan Princess,Animation|Children
273,314,The Secret of Roan Inish,Children|Drama|Fantasy|Mystery
274,315,The Specialist,Action|Drama|Thriller
275,316,Stargate,Action|Adventure|Sci-Fi
276,317,The Santa Clause,Comedy|Drama|Fantasy
277,318,The Shawshank Redemption,Crime|Drama
278,319,Shallow Grave,Comedy|Drama|Thriller
279,320,Suture,Film-Noir|Thriller
280,321,Strawberry and Chocolate (Fresa y chocolate),Drama
281,322,Swimming with Sharks,Comedy|Drama
282,324,The Sum of Us,Comedy|Drama
283,325,National Lampoon's Senior Trip,Comedy
284,326,To Live (Huozhe),Drama
285,327,Tank Girl,Action|Comedy|Sci-Fi
286,328,Tales from the Crypt Presents: Demon Knight,Horror|Thriller
287,329,Star Trek: Generations,Adventure|Drama|Sci-Fi
288,330,Tales from the Hood,Action|Crime|Horror
289,331,Tom & Viv,Drama
290,332,Village of the Damned,Horror|Sci-Fi
291,333,Tommy Boy,Comedy
292,334,Vanya on 42nd Street,Drama
293,335,Underneath,Mystery|Thriller
294,336,The Walking Dead,Drama|War
295,337,What's Eating Gilbert Grape,Drama
296,338,Virtuosity,Action|Sci-Fi|Thriller
297,339,While You Were Sleeping,Comedy|Romance
298,340,The War,Adventure|Drama|War
299,341,Double Happiness,Drama
300,342,Muriel's Wedding,Comedy
301,343,The Baby-Sitters Club,Children
302,344,Ace Ventura: Pet Detective,Comedy
303,345,"The Adventures of Priscilla, Queen of the Desert",Comedy|Drama
304,346,Backbeat,Drama|Musical
305,347,Bitter Moon,Drama|Film-Noir|Romance
306,348,Bullets Over Broadway,Comedy
307,349,Clear and Present Danger,Action|Crime|Drama|Thriller
308,350,The Client,Drama|Mystery|Thriller
309,351,"Corrina, Corrina",Comedy|Drama|Romance
310,352,Crooklyn,Comedy|Drama
311,353,The Crow,Action|Crime|Fantasy|Thriller
312,354,Cobb,Drama
313,355,The Flintstones,Children|Comedy|Fantasy
314,356,Forrest Gump,Comedy|Drama|Romance|War
315,357,Four Weddings and a Funeral,Comedy|Romance
316,358,Higher Learning,Drama
317,359,I Like It Like That,Comedy|Drama|Romance
318,360,I Love Trouble,Action|Comedy
319,361,It Could Happen to You,Comedy|Drama|Romance
320,362,The Jungle Book,Adventure|Children|Romance
321,363,"The Wonderful, Horrible Life of Leni Riefenstahl (Macht der Bilder: Leni Riefenstahl, Die)",Documentary
322,364,The Lion King,Adventure|Animation|Children|Drama|Musical|IMAX
323,365,Little Buddha,Drama
324,366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A)",Drama|Horror|Mystery|Thriller
325,367,The Mask,Action|Comedy|Crime|Fantasy
326,368,Maverick,Adventure|Comedy|Western
327,369,Mrs. Parker and the Vicious Circle,Drama
328,370,Naked Gun 33 1/3: The Final Insult,Action|Comedy
329,371,The Paper,Comedy|Drama
330,372,Reality Bites,Comedy|Drama|Romance
331,373,Red Rock West,Thriller
332,374,Richie Rich,Children|Comedy
333,376,The River Wild,Action|Thriller
334,377,Speed,Action|Romance|Thriller
335,378,Speechless,Comedy|Romance
336,379,Timecop,Action|Sci-Fi|Thriller
337,380,True Lies,Action|Adventure|Comedy|Romance|Thriller
338,381,When a Man Loves a Woman,Drama|Romance
339,382,Wolf,Drama|Horror|Romance|Thriller
340,383,Wyatt Earp,Western
341,384,Bad Company,Action|Crime|Drama
342,385,A Man of No Importance,Drama
343,386,S.F.W.,Drama
344,387,A Low Down Dirty Shame,Action|Comedy
345,388,Boys Life,Drama
346,389,"Colonel Chabert, Le",Drama|Romance|War
347,390,Faster Pussycat! Kill! Kill!,Action|Crime|Drama
348,391,Jason's Lyric,Crime|Drama
349,393,Street Fighter,Action|Adventure|Fantasy
350,405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension),Action|Fantasy
351,406,Federal Hill,Drama
352,407,In the Mouth of Madness,Horror|Thriller
353,408,8 Seconds,Drama
354,409,Above the Rim,Crime|Drama
355,410,Addams Family Values,Children|Comedy|Fantasy
356,412,The Age of Innocence,Drama
357,413,Airheads,Comedy
358,414,The Air Up There,Comedy
359,415,Another Stakeout,Comedy|Thriller
360,416,Bad Girls,Western
361,417,Barcelona,Comedy|Romance
362,418,Being Human,Drama
363,419,The Beverly Hillbillies,Comedy
364,420,Beverly Hills Cop III,Action|Comedy|Crime|Thriller
365,421,Black Beauty,Adventure|Children|Drama
366,422,Blink,Thriller
367,423,Blown Away,Action|Thriller
368,424,Blue Chips,Drama
369,425,Blue Sky,Drama|Romance
370,426,Body Snatchers,Horror|Sci-Fi|Thriller
371,427,Boxing Helena,Drama|Mystery|Romance|Thriller
372,428,A Bronx Tale,Drama
373,429,Cabin Boy,Comedy
374,430,Calendar Girl,Comedy|Drama
375,431,Carlito's Way,Crime|Drama
376,432,City Slickers II: The Legend of Curly's Gold,Adventure|Comedy|Western
377,433,Clean Slate,Comedy
378,434,Cliffhanger,Action|Adventure|Thriller
379,435,Coneheads,Comedy|Sci-Fi
380,436,Color of Night,Drama|Thriller
381,437,Cops and Robbersons,Comedy
382,438,The Cowboy Way,Action|Comedy|Drama
383,440,Dave,Comedy|Romance
384,441,Dazed and Confused,Comedy
385,442,Demolition Man,Action|Adventure|Sci-Fi
386,444,Even Cowgirls Get the Blues,Comedy|Romance
387,445,Fatal Instinct,Comedy
388,446,Farewell My Concubine (Ba wang bie ji),Drama|Romance
389,448,Fearless,Drama
390,449,Fear of a Black Hat,Comedy
391,450,With Honors,Comedy|Drama
392,451,Flesh and Bone,Drama|Mystery|Romance
393,452,Widows' Peak,Drama
394,453,For Love or Money,Comedy|Romance
395,454,The Firm,Drama|Thriller
396,455,Free Willy,Adventure|Children|Drama
397,456,Fresh,Crime|Drama|Thriller
398,457,The Fugitive,Thriller
399,458,Geronimo: An American Legend,Drama|Western
400,459,The Getaway,Action|Adventure|Crime|Drama|Romance|Thriller
401,460,Getting Even with Dad,Comedy
402,461,Go Fish,Drama|Romance
403,464,Hard Target,Action|Adventure|Crime|Thriller
404,466,Hot Shots! Part Deux,Action|Comedy|War
405,467,Live Nude Girls,Comedy
406,468,The Englishman Who Went Up a Hill But Came Down a Mountain,Comedy|Romance
407,469,The House of the Spirits,Drama|Romance
408,470,House Party 3,Comedy
409,471,The Hudsucker Proxy,Comedy
410,472,I'll Do Anything,Comedy|Drama
411,473,In the Army Now,Comedy|War
412,474,In the Line of Fire,Action|Thriller
413,475,In the Name of the Father,Drama
414,476,The Inkwell,Comedy|Drama
415,477,What's Love Got to Do with It?,Drama|Musical
416,478,Jimmy Hollywood,Comedy|Crime|Drama
417,479,Judgment Night,Action|Crime|Thriller
418,480,Jurassic Park,Action|Adventure|Sci-Fi|Thriller
419,481,Kalifornia,Drama|Thriller
420,482,Killing Zoe,Crime|Drama|Thriller
421,484,Lassie,Adventure|Children
422,485,Last Action Hero,Action|Adventure|Comedy|Fantasy
423,486,Life with Mikey,Comedy
424,487,Lightning Jack,Comedy|Western
425,488,M. Butterfly,Drama|Romance
426,489,Made in America,Comedy
427,490,Malice,Thriller
428,491,The Man Without a Face,Drama
429,492,Manhattan Murder Mystery,Comedy|Mystery
430,493,Menace II Society,Action|Crime|Drama
431,494,Executive Decision,Action|Adventure|Thriller
432,495,In the Realm of the Senses (Ai no corrida),Drama
433,496,What Happened Was...,Comedy|Drama|Romance|Thriller
434,497,Much Ado About Nothing,Comedy|Romance
435,499,Mr. Wonderful,Comedy|Romance
436,500,Mrs. Doubtfire,Comedy|Drama
437,501,Naked,Drama
438,502,The Next Karate Kid,Action|Children|Romance
439,504,No Escape,Action|Drama|Sci-Fi
440,505,North,Comedy
441,506,Orlando,Drama|Fantasy|Romance
442,507,A Perfect World,Crime|Drama|Thriller
443,508,Philadelphia,Drama
444,509,The Piano,Drama|Romance
445,510,Poetic Justice,Drama
446,511,The Program,Action|Drama
447,512,The Puppet Masters,Horror|Sci-Fi
448,513,Radioland Murders,Comedy|Mystery|Romance
449,514,The Ref,Comedy
450,515,The Remains of the Day,Drama|Romance
451,516,Renaissance Man,Comedy|Drama
452,517,Rising Sun,Action|Drama|Mystery
453,518,The Road to Wellville,Comedy
454,519,RoboCop 3,Action|Crime|Drama|Sci-Fi|Thriller
455,520,Robin Hood: Men in Tights,Comedy
456,521,Romeo Is Bleeding,Crime|Thriller
457,522,Romper Stomper,Action|Drama
458,523,Ruby in Paradise,Drama
459,524,Rudy,Drama
460,526,"Savage Nights (Nuits fauves, Les)",Drama
461,527,Schindler's List,Drama|War
462,528,The Scout,Comedy|Drama
463,529,Searching for Bobby Fischer,Drama
464,531,The Secret Garden,Children|Drama
465,532,Serial Mom,Comedy|Crime|Horror
466,533,The Shadow,Action|Adventure|Fantasy|Mystery
467,534,Shadowlands,Drama|Romance
468,535,Short Cuts,Drama
469,536,A Simple Twist of Fate,Drama
470,537,Sirens,Drama
471,538,Six Degrees of Separation,Drama
472,539,Sleepless in Seattle,Comedy|Drama|Romance
473,540,Sliver,Thriller
474,541,Blade Runner,Action|Sci-Fi|Thriller
475,542,Son in Law,Comedy|Drama|Romance
476,543,So I Married an Axe Murderer,Comedy|Romance|Thriller
477,544,Striking Distance,Action|Crime
478,546,Super Mario Bros.,Action|Adventure|Children|Comedy|Fantasy|Sci-Fi
479,547,Surviving the Game,Action|Adventure|Thriller
480,548,Terminal Velocity,Action|Mystery|Thriller
481,549,Thirty-Two Short Films About Glenn Gould,Drama|Musical
482,550,Threesome,Comedy|Romance
483,551,The Nightmare Before Christmas,Animation|Children|Fantasy|Musical
484,552,The Three Musketeers,Action|Adventure|Comedy|Romance
485,553,Tombstone,Action|Drama|Western
486,555,True Romance,Crime|Thriller
487,556,The War Room,Documentary
488,558,The Pagemaster,Action|Adventure|Animation|Children|Fantasy
489,562,Welcome to the Dollhouse,Comedy|Drama
490,563,Germinal,Drama|Romance
491,564,Chasers,Comedy
492,567,Kika,Comedy|Drama
493,568,Bhaji on the Beach,Comedy|Drama
494,569,Little Big League,Comedy|Drama
495,573,"Ciao, Professore! (Io speriamo che me la cavo)",Drama
496,574,Spanking the Monkey,Comedy|Drama
497,575,The Little Rascals,Children|Comedy
498,577,Andre,Adventure|Children|Drama
499,579,"The Escort (Scorta, La)",Crime|Thriller
500,580,Princess Caraboo,Drama
501,581,The Celluloid Closet,Documentary
502,583,Dear Diary (Caro Diario),Comedy|Drama
503,585,The Brady Bunch Movie,Comedy
504,586,Home Alone,Children|Comedy
505,587,Ghost,Comedy|Drama|Fantasy|Romance|Thriller
506,588,Aladdin,Adventure|Animation|Children|Comedy|Musical
507,589,Terminator 2: Judgment Day,Action|Sci-Fi
508,590,Dances with Wolves,Adventure|Drama|Western
509,592,Batman,Action|Crime|Thriller
510,593,The Silence of the Lambs,Crime|Horror|Thriller
511,594,Snow White and the Seven Dwarfs,Animation|Children|Drama|Fantasy|Musical
512,595,Beauty and the Beast,Animation|Children|Fantasy|Musical|Romance|IMAX
513,596,Pinocchio,Animation|Children|Fantasy|Musical
514,597,Pretty Woman,Comedy|Romance
515,599,The Wild Bunch,Adventure|Western
516,600,Love and a .45,Action|Comedy|Crime
517,602,A Great Day in Harlem,Documentary
518,605,One Fine Day,Drama|Romance
519,606,Candyman: Farewell to the Flesh,Fantasy|Horror
520,608,Fargo,Comedy|Crime|Drama|Thriller
521,609,Homeward Bound II: Lost in San Francisco,Adventure|Children
522,610,Heavy Metal,Action|Adventure|Animation|Horror|Sci-Fi
523,611,Hellraiser: Bloodline,Action|Horror|Sci-Fi
524,612,The Pallbearer,Comedy
525,613,Jane Eyre,Drama|Romance
526,615,Bread and Chocolate (Pane e cioccolata),Comedy|Drama
527,616,The Aristocats,Animation|Children
528,617,The Flower of My Secret (La flor de mi secreto),Comedy|Drama
529,618,Two Much,Comedy|Romance
530,619,Ed,Comedy
531,626,A Thin Line Between Love and Hate,Comedy
532,627,The Last Supper,Drama|Thriller
533,628,Primal Fear,Crime|Drama|Mystery|Thriller
534,631,All Dogs Go to Heaven 2,Adventure|Animation|Children|Fantasy|Musical|Romance
535,632,Land and Freedom (Tierra y libertad),Drama|War
536,633,Denise Calls Up,Comedy
537,634,Theodore Rex,Comedy
538,635,A Family Thing,Comedy|Drama
539,636,Frisk,Drama
540,637,Sgt. Bilko,Comedy
541,638,Jack and Sarah,Romance
542,639,Girl 6,Comedy|Drama
543,640,Diabolique,Drama|Thriller
544,645,Nelly & Monsieur Arnaud,Drama
545,647,Courage Under Fire,Action|Crime|Drama|War
546,648,Mission: Impossible,Action|Adventure|Mystery|Thriller
547,649,Cold Fever (Á köldum klaka),Comedy|Drama
548,650,Moll Flanders,Drama
549,653,Dragonheart,Action|Adventure|Fantasy
550,656,Eddie,Comedy
551,661,James and the Giant Peach,Adventure|Animation|Children|Fantasy|Musical
552,662,Fear,Thriller
553,663,Kids in the Hall: Brain Candy,Comedy
554,665,Underground,Comedy|Drama|War
555,667,Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite),Action
556,668,Song of the Little Road (Pather Panchali),Drama
557,670,The World of Apu (Apur Sansar),Drama
558,671,Mystery Science Theater 3000: The Movie,Comedy|Sci-Fi
559,673,Space Jam,Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi
560,674,Barbarella,Adventure|Comedy|Sci-Fi
561,678,Some Folks Call It a Sling Blade,Drama|Thriller
562,679,The Run of the Country,Drama
563,680,"Alphaville (Alphaville, une étrange aventure de Lemmy Caution)",Drama|Mystery|Romance|Sci-Fi|Thriller
564,685,It's My Party,Drama
565,688,Operation Dumbo Drop,Action|Adventure|Comedy|War
566,691,Mrs. Winterbourne,Comedy|Romance
567,692,Solo,Action|Sci-Fi|Thriller
568,694,The Substitute,Action|Crime|Drama
569,695,True Crime,Mystery|Thriller
570,697,Feeling Minnesota,Drama|Romance
571,698,Delta of Venus,Drama
572,700,Angus,Comedy
573,703,Boys,Drama
574,704,The Quest,Action|Adventure
575,706,Sunset Park,Drama
576,707,Mulholland Falls,Crime|Drama|Thriller
577,708,The Truth About Cats & Dogs,Comedy|Romance
578,709,Oliver & Company,Adventure|Animation|Children|Comedy|Musical
579,710,Celtic Pride,Comedy
580,711,Flipper,Adventure|Children
581,714,Dead Man,Drama|Mystery|Western
582,715,"The Horseman on the Roof (Hussard sur le toit, Le)",Drama|Romance
583,718,"The Visitors (Visiteurs, Les)",Comedy|Fantasy|Sci-Fi
584,719,Multiplicity,Comedy
585,720,Wallace & Gromit: The Best of Aardman Animation,Adventure|Animation|Comedy
586,722,The Haunted World of Edward D. Wood Jr.,Documentary
587,724,The Craft,Drama|Fantasy|Horror|Thriller
588,725,The Great White Hype,Comedy
589,726,Last Dance,Drama
590,728,Cold Comfort Farm,Comedy
591,731,Heaven's Prisoners,Crime|Thriller
592,733,The Rock,Action|Adventure|Thriller
593,735,Cemetery Man (Dellamorte Dellamore),Horror
594,736,Twister,Action|Adventure|Romance|Thriller
595,737,Barb Wire,Action|Sci-Fi
596,741,Ghost in the Shell (Kôkaku kidôtai),Animation|Sci-Fi
597,742,Thinner,Horror|Thriller
598,743,Spy Hard,Comedy
599,745,Wallace & Gromit: A Close Shave,Animation|Children|Comedy
600,747,The Stupids,Comedy
601,748,The Arrival,Action|Sci-Fi|Thriller
602,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Comedy|War
603,757,Ashes of Time (Dung che sai duk),Drama
604,759,Maya Lin: A Strong Clear Vision,Documentary
